,Customer ID,MonetaryValue,Frequency,LastInvoiceDate,Recency,Cluster,ClusterLabel,MonetaryValue per 100 pounds
2463,15817.0,2766.4,3,2010-10-15 11:07:00,55,0,RETAIN,27.664
2464,15818.0,340.5,1,2010-04-30 12:58:00,223,1,RE-ENGAGE,3.405
2465,15819.0,2029.34,6,2010-10-04 15:14:00,66,3,REWARD,20.2934
2466,15822.0,954.59,4,2010-08-03 16:08:00,128,0,RETAIN,9.5459
2468,15824.0,890.94,2,2010-09-12 13:20:00,88,2,NURTURE,8.9094
2469,15826.0,943.97,1,2010-05-20 17:00:00,203,1,RE-ENGAGE,9.4397
2471,15828.0,1108.82,1,2010-11-29 16:41:00,10,2,NURTURE,11.088199999999999
2472,15833.0,80.4,1,2009-12-02 11:59:00,372,1,RE-ENGAGE,0.804
2473,15834.0,1539.24,3,2010-11-28 12:05:00,11,0,RETAIN,15.3924
2474,15837.0,385.03000000000003,1,2010-08-11 10:16:00,120,2,NURTURE,3.8503000000000003
2476,15841.0,1518.35,5,2010-11-18 18:14:00,21,0,RETAIN,15.183499999999999
2477,15842.0,548.8,2,2010-11-11 14:08:00,28,2,NURTURE,5.4879999999999995
2478,15845.0,714.51,3,2010-06-21 11:40:00,171,1,RE-ENGAGE,7.1451
2479,15846.0,107.01,1,2010-11-19 14:40:00,20,2,NURTURE,1.0701
2480,15847.0,433.3,3,2010-10-07 18:19:00,63,2,NURTURE,4.333
2481,15848.0,139.94,1,2010-03-28 10:54:00,256,1,RE-ENGAGE,1.3994
2482,15850.0,819.87,4,2010-11-28 12:32:00,11,0,RETAIN,8.1987
2483,15851.0,109.73,1,2010-07-01 12:34:00,161,1,RE-ENGAGE,1.0973
2484,15852.0,96.55,1,2010-07-01 10:16:00,161,1,RE-ENGAGE,0.9655
2485,15854.0,2609.16,9,2010-11-28 10:42:00,11,3,REWARD,26.0916
2486,15855.0,340.48,1,2010-08-20 17:15:00,111,2,NURTURE,3.4048000000000003
2488,15857.0,273.48,1,2010-10-05 16:43:00,65,2,NURTURE,2.7348000000000003
2489,15858.0,2521.52,9,2010-12-07 14:31:00,2,3,REWARD,25.2152
2490,15859.0,438.46,1,2010-10-03 12:52:00,67,2,NURTURE,4.3846
2491,15860.0,1525.5,10,2010-12-06 11:38:00,3,3,REWARD,15.255
2492,15861.0,1228.13,4,2010-09-09 19:56:00,91,0,RETAIN,12.281300000000002
2493,15862.0,2090.26,10,2010-12-01 11:21:00,8,3,REWARD,20.902600000000003
2494,15863.0,289.86,3,2010-04-01 15:40:00,252,1,RE-ENGAGE,2.8986
2495,15864.0,244.44000000000003,1,2010-11-23 15:02:00,16,2,NURTURE,2.4444000000000004
2496,15865.0,1353.79,2,2010-10-22 15:24:00,48,0,RETAIN,13.5379
2498,15868.0,94.53,1,2010-05-05 14:11:00,218,1,RE-ENGAGE,0.9453
2499,15869.0,174.02,1,2010-03-23 16:50:00,261,1,RE-ENGAGE,1.7402000000000002
2500,15870.0,508.52,3,2010-11-08 10:57:00,31,2,NURTURE,5.0851999999999995
2501,15871.0,33.099999999999994,1,2010-09-28 14:16:00,72,2,NURTURE,0.33099999999999996
2502,15872.0,434.75,2,2010-11-26 12:05:00,13,2,NURTURE,4.3475
2503,15873.0,313.91999999999996,4,2010-07-28 12:41:00,134,2,NURTURE,3.1391999999999998
2505,15875.0,111.72,1,2010-03-03 16:51:00,281,1,RE-ENGAGE,1.1172
2506,15876.0,1449.1399999999999,2,2010-10-26 18:58:00,44,0,RETAIN,14.491399999999999
2507,15878.0,330.77,2,2010-05-27 12:17:00,196,1,RE-ENGAGE,3.3076999999999996
2508,15879.0,1157.3,4,2010-10-31 16:21:00,39,0,RETAIN,11.573
2509,15880.0,343.28000000000003,1,2010-12-05 13:00:00,4,2,NURTURE,3.4328000000000003
2510,15882.0,977.34,6,2010-12-06 13:12:00,3,0,RETAIN,9.7734
2511,15884.0,249.70000000000002,2,2010-10-03 15:55:00,67,2,NURTURE,2.4970000000000003
2513,15886.0,871.78,3,2010-10-19 12:01:00,51,0,RETAIN,8.7178
2514,15887.0,1027.15,3,2010-10-29 08:36:00,41,0,RETAIN,10.271500000000001
2515,15888.0,260.85,2,2010-11-04 09:59:00,35,2,NURTURE,2.6085000000000003
2516,15889.0,1354.76,7,2010-12-05 15:12:00,4,3,REWARD,13.5476
2517,15890.0,535.65,5,2010-11-10 12:46:00,29,0,RETAIN,5.3565
2518,15892.0,128.2,1,2010-02-08 16:23:00,304,1,RE-ENGAGE,1.2819999999999998
2519,15893.0,305.28000000000003,1,2010-08-15 11:12:00,116,2,NURTURE,3.0528000000000004
2520,15894.0,156.09,1,2010-12-05 14:06:00,4,2,NURTURE,1.5609
2522,15899.0,56.25,1,2010-12-06 10:36:00,3,2,NURTURE,0.5625
2523,15900.0,549.29,3,2010-10-22 10:44:00,48,2,NURTURE,5.4929
2524,15901.0,321.49,3,2010-09-14 13:37:00,86,2,NURTURE,3.2149
2525,15902.0,145.01,1,2010-11-24 16:57:00,15,2,NURTURE,1.4501
2527,15905.0,114.69,1,2010-06-14 16:00:00,178,1,RE-ENGAGE,1.1469
2528,15906.0,987.95,3,2010-11-30 13:26:00,9,0,RETAIN,9.8795
2529,15908.0,764.57,2,2010-08-06 11:56:00,125,2,NURTURE,7.645700000000001
2530,15910.0,1449.6200000000001,7,2010-11-04 12:18:00,35,3,REWARD,14.496200000000002
2531,15911.0,1685.89,8,2010-03-26 12:06:00,258,3,REWARD,16.858900000000002
2532,15912.0,810.08,7,2010-09-29 13:20:00,71,0,RETAIN,8.1008
2533,15913.0,6.300000000000001,1,2010-06-23 16:31:00,169,1,RE-ENGAGE,0.063
2534,15914.0,205.99,2,2010-11-26 16:10:00,13,2,NURTURE,2.0599000000000003
2535,15915.0,429.0,1,2010-11-03 11:13:00,36,2,NURTURE,4.29
2536,15916.0,1899.08,7,2010-12-08 13:14:00,1,3,REWARD,18.9908
2537,15917.0,437.53000000000003,4,2010-04-12 15:01:00,241,1,RE-ENGAGE,4.3753
2538,15918.0,248.65,1,2010-03-18 11:40:00,266,1,RE-ENGAGE,2.4865
2539,15919.0,270.72,1,2010-12-06 11:26:00,3,2,NURTURE,2.7072000000000003
2540,15920.0,404.14,5,2010-10-11 13:57:00,59,0,RETAIN,4.041399999999999
2541,15921.0,456.43,3,2010-11-08 10:24:00,31,2,NURTURE,4.5643
2542,15922.0,369.5,1,2010-12-01 13:51:00,8,2,NURTURE,3.695
2543,15923.0,127.08,1,2010-12-02 12:16:00,7,2,NURTURE,1.2708
2544,15924.0,102.82,1,2009-12-08 15:00:00,366,1,RE-ENGAGE,1.0282
2545,15926.0,134.44,1,2010-06-15 15:23:00,177,1,RE-ENGAGE,1.3444
2546,15927.0,123.39,1,2010-03-02 13:25:00,282,1,RE-ENGAGE,1.2339
2547,15928.0,293.53,1,2010-02-21 15:16:00,291,1,RE-ENGAGE,2.9353
2548,15929.0,594.0,1,2010-03-05 14:56:00,279,1,RE-ENGAGE,5.94
2549,15931.0,239.9,1,2010-10-07 16:46:00,63,2,NURTURE,2.399
2550,15934.0,2190.66,2,2010-10-18 10:13:00,52,0,RETAIN,21.906599999999997
2551,15936.0,282.79,2,2010-11-25 16:39:00,14,2,NURTURE,2.8279
2552,15938.0,330.23,4,2010-09-09 17:07:00,91,2,NURTURE,3.3023000000000002
2553,15939.0,2904.83,1,2010-11-30 12:07:00,9,0,RETAIN,29.048299999999998
2554,15941.0,405.0,1,2010-03-12 14:45:00,272,1,RE-ENGAGE,4.05
2555,15943.0,271.28999999999996,2,2010-02-28 12:49:00,284,1,RE-ENGAGE,2.7128999999999994
2556,15944.0,1839.1399999999999,3,2010-11-11 09:55:00,28,0,RETAIN,18.391399999999997
2557,15945.0,646.27,4,2010-12-09 13:14:00,0,0,RETAIN,6.4627
2558,15946.0,2304.18,3,2010-07-25 12:18:00,137,0,RETAIN,23.0418
2559,15948.0,553.85,1,2010-10-11 12:16:00,59,2,NURTURE,5.5385
2561,15951.0,304.95,1,2010-11-23 18:20:00,16,2,NURTURE,3.0495
2562,15953.0,2010.1699999999998,11,2010-12-05 15:15:00,4,3,REWARD,20.101699999999997
2563,15954.0,187.8,1,2010-04-29 13:35:00,224,1,RE-ENGAGE,1.8780000000000001
2565,15956.0,617.6,2,2010-06-06 13:06:00,186,1,RE-ENGAGE,6.176
2566,15957.0,501.21,2,2010-10-15 12:22:00,55,2,NURTURE,5.0121
2567,15958.0,388.64,3,2010-11-01 12:22:00,38,2,NURTURE,3.8864
2568,15959.0,579.49,3,2010-01-26 16:38:00,317,1,RE-ENGAGE,5.7949
2569,15960.0,410.95,4,2010-11-30 15:57:00,9,2,NURTURE,4.1095
2570,15961.0,451.28999999999996,1,2010-11-25 15:59:00,14,2,NURTURE,4.512899999999999
2571,15962.0,295.83,1,2010-09-16 13:48:00,84,2,NURTURE,2.9583
2572,15964.0,272.96000000000004,1,2010-02-14 15:30:00,298,1,RE-ENGAGE,2.7296000000000005
2573,15965.0,2167.45,10,2010-12-07 13:18:00,2,3,REWARD,21.6745
2574,15966.0,426.53000000000003,1,2010-09-15 10:44:00,85,2,NURTURE,4.2653
2575,15967.0,2622.77,10,2010-11-25 13:42:00,14,3,REWARD,26.2277
2576,15968.0,415.3,1,2010-11-16 13:04:00,23,2,NURTURE,4.1530000000000005
2577,15969.0,460.95,2,2010-10-10 12:01:00,60,2,NURTURE,4.6095
2578,15970.0,703.22,1,2010-04-20 11:30:00,233,1,RE-ENGAGE,7.0322000000000005
2579,15971.0,1702.98,6,2010-11-19 10:43:00,20,3,REWARD,17.0298
2580,15972.0,1810.27,5,2010-09-09 13:20:00,91,0,RETAIN,18.1027
2581,15973.0,665.62,2,2010-12-08 11:42:00,1,2,NURTURE,6.6562
2582,15976.0,1301.6,4,2010-10-25 11:33:00,45,0,RETAIN,13.015999999999998
2583,15978.0,2180.64,2,2010-10-03 14:08:00,67,0,RETAIN,21.8064
2584,15979.0,329.22,1,2010-04-16 11:35:00,237,1,RE-ENGAGE,3.2922000000000002
2587,15982.0,324.51,1,2010-04-13 15:47:00,240,1,RE-ENGAGE,3.2451
2588,15983.0,2483.8,6,2010-12-09 10:45:00,0,3,REWARD,24.838
2590,15985.0,1572.8600000000001,5,2010-09-29 14:43:00,71,0,RETAIN,15.728600000000002
2591,15986.0,186.3,1,2010-11-23 10:02:00,16,2,NURTURE,1.8630000000000002
2592,15987.0,230.85,2,2010-12-06 08:34:00,3,2,NURTURE,2.3085
2593,15988.0,609.5600000000001,2,2010-06-06 12:45:00,186,1,RE-ENGAGE,6.095600000000001
2594,15989.0,372.51,2,2010-11-29 12:03:00,10,2,NURTURE,3.7251
2595,15990.0,1217.94,5,2010-08-02 12:42:00,129,0,RETAIN,12.179400000000001
2596,15991.0,150.55,1,2010-06-23 15:50:00,169,1,RE-ENGAGE,1.5055
2597,15992.0,854.61,2,2010-11-08 14:51:00,31,2,NURTURE,8.546100000000001
2598,15994.0,775.11,2,2010-10-24 12:14:00,46,2,NURTURE,7.7511
2599,15995.0,696.19,1,2010-10-21 13:57:00,49,2,NURTURE,6.961900000000001
2600,15996.0,626.22,2,2010-12-08 15:59:00,1,2,NURTURE,6.2622
2602,15999.0,20.4,1,2009-12-04 12:31:00,370,1,RE-ENGAGE,0.204
2603,16001.0,583.39,1,2010-11-23 17:10:00,16,2,NURTURE,5.8339
2604,16002.0,169.21,1,2010-03-24 13:08:00,260,1,RE-ENGAGE,1.6921000000000002
2605,16003.0,2878.46,5,2010-11-23 16:30:00,16,3,REWARD,28.7846
2606,16004.0,2146.39,5,2010-08-22 11:48:00,109,0,RETAIN,21.4639
2607,16005.0,1820.41,6,2010-11-29 11:48:00,10,3,REWARD,18.2041
2608,16006.0,245.77,1,2010-11-17 12:03:00,22,2,NURTURE,2.4577
2609,16007.0,1373.2,3,2010-11-21 12:29:00,18,0,RETAIN,13.732000000000001
2611,16010.0,1316.56,8,2010-11-28 11:19:00,11,3,REWARD,13.1656
2613,16012.0,1574.5,2,2010-11-03 13:47:00,36,0,RETAIN,15.745
2615,16014.0,467.89,2,2010-10-27 16:04:00,43,2,NURTURE,4.6789
2616,16016.0,1025.18,4,2010-12-08 12:36:00,1,0,RETAIN,10.251800000000001
2617,16017.0,1341.95,4,2010-10-18 12:58:00,52,0,RETAIN,13.419500000000001
2618,16018.0,289.23,2,2010-11-08 15:36:00,31,2,NURTURE,2.8923
2620,16021.0,532.25,2,2010-11-09 14:48:00,30,2,NURTURE,5.3225
2621,16024.0,232.96,2,2010-10-24 11:42:00,46,2,NURTURE,2.3296
2622,16027.0,1113.74,9,2010-09-08 12:44:00,92,3,REWARD,11.1374
2623,16028.0,82.2,1,2010-04-23 11:45:00,230,1,RE-ENGAGE,0.8220000000000001
2625,16032.0,1970.45,6,2010-09-09 18:00:00,91,3,REWARD,19.7045
2626,16033.0,2019.73,8,2010-12-05 10:36:00,4,3,REWARD,20.1973
2627,16034.0,491.02,3,2010-11-10 11:32:00,29,2,NURTURE,4.9102
2628,16035.0,217.73,1,2010-05-28 15:09:00,195,1,RE-ENGAGE,2.1773
2629,16036.0,1797.92,2,2010-10-11 15:08:00,59,0,RETAIN,17.979200000000002
2630,16037.0,654.32,2,2010-06-13 11:32:00,179,1,RE-ENGAGE,6.543200000000001
2631,16039.0,456.4,2,2010-10-12 10:44:00,58,2,NURTURE,4.564
2632,16040.0,1103.35,4,2010-10-05 11:09:00,65,0,RETAIN,11.033499999999998
2633,16042.0,1067.85,3,2010-11-25 18:16:00,14,0,RETAIN,10.6785
2634,16043.0,1082.6000000000001,4,2010-11-25 15:40:00,14,0,RETAIN,10.826
2635,16044.0,340.84000000000003,1,2010-09-30 18:12:00,70,2,NURTURE,3.4084000000000003
2636,16045.0,2094.23,4,2010-10-19 10:23:00,51,0,RETAIN,20.9423
2637,16046.0,235.78,1,2010-05-26 13:18:00,197,1,RE-ENGAGE,2.3578
2638,16048.0,818.7900000000001,4,2010-12-01 15:28:00,8,0,RETAIN,8.1879
2639,16049.0,787.89,3,2010-11-29 14:36:00,10,0,RETAIN,7.8789
2640,16050.0,162.8,2,2010-11-21 14:52:00,18,2,NURTURE,1.6280000000000001
2641,16051.0,188.44,1,2010-01-27 09:38:00,316,1,RE-ENGAGE,1.8844
2642,16053.0,2122.89,4,2010-10-22 11:42:00,48,0,RETAIN,21.2289
2643,16054.0,1327.98,3,2010-10-17 11:38:00,53,0,RETAIN,13.2798
2644,16057.0,1591.73,3,2010-07-08 11:33:00,154,0,RETAIN,15.917300000000001
2645,16058.0,62.7,1,2010-10-29 16:48:00,41,2,NURTURE,0.627
2646,16059.0,1757.91,7,2010-12-07 10:36:00,2,3,REWARD,17.5791
2647,16060.0,541.95,3,2010-11-04 12:10:00,35,2,NURTURE,5.4195
2648,16061.0,89.65,1,2010-10-04 15:29:00,66,2,NURTURE,0.8965000000000001
2649,16062.0,1709.83,4,2010-11-25 19:06:00,14,0,RETAIN,17.0983
2650,16064.0,111.0,1,2009-12-14 16:11:00,360,1,RE-ENGAGE,1.11
2651,16065.0,2010.53,8,2010-12-09 13:03:00,0,3,REWARD,20.1053
2652,16067.0,3395.29,3,2010-05-26 12:33:00,197,3,REWARD,33.9529
2653,16068.0,122.93,1,2010-04-25 11:52:00,228,1,RE-ENGAGE,1.2293
2654,16069.0,457.7,1,2010-10-18 10:32:00,52,2,NURTURE,4.577
2655,16071.0,750.5600000000001,3,2010-06-30 13:41:00,162,1,RE-ENGAGE,7.5056
2656,16072.0,3744.57,3,2010-10-07 16:48:00,63,3,REWARD,37.4457
2657,16074.0,265.25,1,2010-11-14 13:19:00,25,2,NURTURE,2.6525
2658,16075.0,736.9300000000001,2,2010-07-25 11:31:00,137,2,NURTURE,7.369300000000001
2659,16077.0,2300.4,1,2010-03-24 10:42:00,260,1,RE-ENGAGE,23.004
2660,16078.0,283.79,1,2010-02-08 13:29:00,304,1,RE-ENGAGE,2.8379000000000003
2661,16080.0,385.40000000000003,2,2010-11-19 08:18:00,20,2,NURTURE,3.8540000000000005
2662,16081.0,1653.28,4,2010-12-08 11:16:00,1,0,RETAIN,16.532799999999998
2663,16082.0,106.75,1,2010-02-07 15:16:00,305,1,RE-ENGAGE,1.0675
2664,16083.0,1033.8,2,2010-11-22 12:55:00,17,2,NURTURE,10.338
2665,16085.0,1345.7,7,2010-11-24 14:21:00,15,3,REWARD,13.457
2666,16086.0,1743.6,6,2010-12-07 13:45:00,2,3,REWARD,17.436
2667,16087.0,1739.92,5,2010-11-15 16:44:00,24,0,RETAIN,17.3992
2668,16088.0,1437.43,2,2010-05-13 10:16:00,210,1,RE-ENGAGE,14.3743
2669,16089.0,271.44,2,2010-11-18 13:51:00,21,2,NURTURE,2.7144
2670,16090.0,205.91,1,2010-03-25 13:05:00,259,1,RE-ENGAGE,2.0591
2671,16092.0,770.08,3,2010-07-23 11:30:00,139,2,NURTURE,7.7008
2672,16094.0,2617.33,7,2010-11-29 15:54:00,10,3,REWARD,26.173299999999998
2673,16095.0,447.05,1,2010-09-09 16:54:00,91,2,NURTURE,4.4705
2674,16096.0,1264.3500000000001,3,2010-10-19 15:03:00,51,0,RETAIN,12.643500000000001
2675,16098.0,2442.47,8,2010-12-01 09:45:00,8,3,REWARD,24.424699999999998
2676,16099.0,841.3,4,2010-10-18 14:48:00,52,0,RETAIN,8.413
2677,16100.0,582.64,1,2010-09-03 11:39:00,97,2,NURTURE,5.8264
2678,16101.0,1938.46,3,2010-10-01 10:45:00,69,0,RETAIN,19.3846
2680,16104.0,2476.25,8,2010-10-17 10:34:00,53,3,REWARD,24.7625
2681,16105.0,2049.23,4,2010-09-27 11:38:00,73,0,RETAIN,20.4923
2682,16108.0,1393.42,3,2010-10-01 15:10:00,69,0,RETAIN,13.9342
2683,16109.0,327.6,1,2010-01-10 10:37:00,333,1,RE-ENGAGE,3.2760000000000002
2684,16110.0,481.79,1,2010-07-05 13:04:00,157,1,RE-ENGAGE,4.8179
2685,16111.0,562.48,1,2010-10-07 19:51:00,63,2,NURTURE,5.6248000000000005
2686,16115.0,907.17,4,2010-11-07 11:27:00,32,0,RETAIN,9.0717
2687,16117.0,422.19,2,2010-11-02 12:02:00,37,2,NURTURE,4.2219
2689,16119.0,1297.45,6,2010-11-10 13:40:00,29,0,RETAIN,12.9745
2690,16120.0,1747.77,2,2010-10-13 15:22:00,57,0,RETAIN,17.4777
2691,16121.0,609.98,3,2010-11-14 11:41:00,25,2,NURTURE,6.0998
2692,16122.0,316.92,3,2010-12-08 11:41:00,1,2,NURTURE,3.1692
2693,16124.0,1523.49,3,2010-10-17 12:56:00,53,0,RETAIN,15.2349
2696,16127.0,145.06,1,2009-12-13 12:19:00,361,1,RE-ENGAGE,1.4506000000000001
2697,16128.0,1920.83,6,2010-11-24 15:26:00,15,3,REWARD,19.208299999999998
2698,16129.0,1396.05,3,2010-10-28 14:29:00,42,0,RETAIN,13.9605
2699,16130.0,987.48,4,2010-10-13 15:14:00,57,0,RETAIN,9.8748
2701,16132.0,664.1999999999999,2,2010-06-13 13:49:00,179,1,RE-ENGAGE,6.6419999999999995
2703,16134.0,1527.25,3,2010-10-12 10:44:00,58,0,RETAIN,15.2725
2704,16135.0,301.9,1,2010-05-05 09:35:00,218,1,RE-ENGAGE,3.0189999999999997
2705,16136.0,237.42,1,2010-02-14 12:49:00,298,1,RE-ENGAGE,2.3742
2706,16137.0,422.7,1,2010-01-28 15:04:00,315,1,RE-ENGAGE,4.227
2707,16138.0,910.35,3,2010-11-26 12:13:00,13,0,RETAIN,9.1035
2708,16139.0,475.74,2,2009-12-17 11:24:00,357,1,RE-ENGAGE,4.7574000000000005
2709,16140.0,832.4200000000001,2,2010-12-03 14:40:00,6,2,NURTURE,8.324200000000001
2710,16141.0,335.54,1,2010-10-18 14:12:00,52,2,NURTURE,3.3554000000000004
2711,16143.0,2485.89,7,2010-12-05 15:18:00,4,3,REWARD,24.8589
2712,16145.0,3005.9500000000003,8,2010-11-16 15:58:00,23,3,REWARD,30.059500000000003
2713,16146.0,212.25,1,2010-09-17 10:46:00,83,2,NURTURE,2.1225
2714,16147.0,2023.91,4,2010-11-04 14:56:00,35,0,RETAIN,20.2391
2715,16148.0,310.3,1,2010-09-29 10:12:00,71,2,NURTURE,3.103
2716,16149.0,141.70000000000002,1,2010-10-06 15:54:00,64,2,NURTURE,1.4170000000000003
2717,16150.0,2342.57,6,2010-12-02 18:27:00,7,3,REWARD,23.425700000000003
2718,16153.0,3309.2599999999998,6,2010-10-15 09:29:00,55,3,REWARD,33.0926
2719,16155.0,796.9,5,2010-11-23 12:03:00,16,0,RETAIN,7.968999999999999
2720,16156.0,3096.14,11,2010-11-22 09:57:00,17,3,REWARD,30.961399999999998
2721,16158.0,628.32,9,2010-07-05 13:55:00,157,0,RETAIN,6.283200000000001
2722,16159.0,884.59,3,2010-08-26 13:40:00,105,0,RETAIN,8.8459
2724,16163.0,1992.98,5,2010-12-09 16:28:00,0,0,RETAIN,19.9298
2725,16165.0,79.9,1,2010-07-22 14:17:00,140,2,NURTURE,0.799
2726,16166.0,435.83,2,2010-10-07 15:44:00,63,2,NURTURE,4.3583
2727,16167.0,1386.1200000000001,5,2010-10-21 15:33:00,49,0,RETAIN,13.861200000000002
2730,16172.0,744.34,3,2010-08-23 13:53:00,108,2,NURTURE,7.4434000000000005
2731,16174.0,1237.2,4,2010-08-05 12:33:00,126,0,RETAIN,12.372
2732,16175.0,798.85,3,2010-08-25 11:58:00,106,2,NURTURE,7.9885
2733,16176.0,2052.69,4,2010-10-14 13:54:00,56,0,RETAIN,20.5269
2734,16177.0,1915.36,7,2010-09-29 10:12:00,71,3,REWARD,19.153599999999997
2735,16178.0,414.7,1,2010-11-03 14:46:00,36,2,NURTURE,4.147
2737,16182.0,3354.0,5,2010-09-27 09:41:00,73,3,REWARD,33.54
2738,16183.0,739.1,3,2010-11-10 11:12:00,29,2,NURTURE,7.391
2739,16185.0,115.31,1,2010-05-24 11:04:00,199,1,RE-ENGAGE,1.1531
2741,16188.0,105.80000000000001,1,2010-10-27 11:50:00,43,2,NURTURE,1.058
2742,16190.0,2508.4700000000003,7,2010-11-10 09:43:00,29,3,REWARD,25.0847
2744,16192.0,351.3,1,2009-12-04 12:28:00,370,1,RE-ENGAGE,3.513
2745,16193.0,315.98,1,2010-10-25 10:25:00,45,2,NURTURE,3.1598
2746,16194.0,308.59999999999997,1,2010-11-29 13:28:00,10,2,NURTURE,3.086
2747,16195.0,323.25,1,2009-12-16 14:09:00,358,1,RE-ENGAGE,3.2325
2748,16196.0,93.3,1,2010-08-08 11:40:00,123,2,NURTURE,0.9329999999999999
2749,16197.0,2016.71,9,2010-08-27 12:56:00,104,3,REWARD,20.1671
2750,16198.0,629.36,1,2010-09-28 13:59:00,72,2,NURTURE,6.2936000000000005
2751,16199.0,942.75,7,2010-11-12 12:55:00,27,0,RETAIN,9.4275
2753,16201.0,248.65,1,2010-10-20 12:00:00,50,2,NURTURE,2.4865
2754,16202.0,2136.72,8,2010-10-18 14:10:00,52,3,REWARD,21.367199999999997
2755,16203.0,521.64,3,2010-12-02 15:39:00,7,2,NURTURE,5.2164
2756,16204.0,538.53,2,2010-11-24 15:03:00,15,2,NURTURE,5.3853
2757,16205.0,1069.23,3,2010-11-08 12:17:00,31,0,RETAIN,10.6923
2758,16206.0,2052.51,9,2010-11-17 10:06:00,22,3,REWARD,20.525100000000002
2759,16208.0,2776.19,8,2010-11-10 13:09:00,29,3,REWARD,27.7619
2760,16209.0,1884.16,4,2010-11-22 14:39:00,17,0,RETAIN,18.8416
2762,16211.0,543.5699999999999,2,2010-10-14 13:20:00,56,2,NURTURE,5.4357
2763,16212.0,603.37,2,2010-03-31 12:16:00,253,1,RE-ENGAGE,6.0337
2764,16214.0,975.5,1,2010-09-30 13:57:00,70,2,NURTURE,9.755
2765,16218.0,1355.29,7,2010-12-01 11:29:00,8,3,REWARD,13.5529
2766,16219.0,40.8,1,2010-07-27 11:44:00,135,2,NURTURE,0.408
2767,16221.0,1369.2,7,2010-12-07 13:13:00,2,3,REWARD,13.692
2768,16222.0,498.5,1,2009-12-18 14:31:00,356,1,RE-ENGAGE,4.985
2769,16223.0,1102.3500000000001,2,2010-11-30 11:50:00,9,2,NURTURE,11.023500000000002
2770,16224.0,321.24,1,2010-11-17 13:14:00,22,2,NURTURE,3.2124
2771,16225.0,1771.0900000000001,10,2010-11-02 15:39:00,37,3,REWARD,17.710900000000002
2772,16226.0,417.05,2,2010-11-26 13:36:00,13,2,NURTURE,4.1705000000000005
2773,16227.0,713.0,2,2010-08-02 14:16:00,129,2,NURTURE,7.13
2774,16228.0,890.8100000000001,3,2010-11-19 14:20:00,20,0,RETAIN,8.908100000000001
2775,16229.0,1857.26,4,2010-11-23 12:01:00,16,0,RETAIN,18.5726
2776,16231.0,1078.22,4,2010-11-25 15:00:00,14,0,RETAIN,10.7822
2777,16232.0,1722.09,3,2010-10-15 16:00:00,55,0,RETAIN,17.2209
2778,16233.0,1429.03,7,2010-12-08 12:51:00,1,3,REWARD,14.2903
2779,16234.0,333.18,3,2010-08-20 14:33:00,111,2,NURTURE,3.3318
2780,16235.0,1186.4,4,2010-11-29 09:22:00,10,0,RETAIN,11.864
2781,16237.0,136.65,1,2010-09-28 17:02:00,72,2,NURTURE,1.3665
2782,16238.0,63.66,1,2010-10-13 12:36:00,57,2,NURTURE,0.6365999999999999
2783,16239.0,1078.0,4,2010-11-22 16:27:00,17,0,RETAIN,10.78
2784,16241.0,1718.39,4,2010-12-05 11:04:00,4,0,RETAIN,17.1839
2786,16244.0,1056.63,1,2010-12-02 11:41:00,7,2,NURTURE,10.566300000000002
2787,16246.0,827.25,2,2010-09-06 12:04:00,94,2,NURTURE,8.2725
2788,16250.0,401.94,2,2010-12-01 09:59:00,8,2,NURTURE,4.0194
2789,16251.0,128.31,1,2010-07-15 14:55:00,147,2,NURTURE,1.2831000000000001
2790,16252.0,295.09000000000003,1,2010-11-22 11:57:00,17,2,NURTURE,2.9509000000000003
2791,16253.0,3576.29,5,2010-10-15 14:51:00,55,3,REWARD,35.7629
2792,16254.0,985.14,3,2010-11-26 13:22:00,13,0,RETAIN,9.8514
2793,16255.0,2286.89,8,2010-12-09 14:25:00,0,3,REWARD,22.8689
2794,16256.0,826.9399999999999,2,2010-08-03 08:58:00,128,2,NURTURE,8.2694
2796,16259.0,361.94,3,2010-10-25 14:27:00,45,2,NURTURE,3.6194
2797,16261.0,312.62,2,2010-11-18 19:22:00,21,2,NURTURE,3.1262
2798,16262.0,755.15,1,2010-11-26 13:22:00,13,2,NURTURE,7.5515
2799,16263.0,351.01,1,2010-10-12 14:52:00,58,2,NURTURE,3.5101
2800,16264.0,837.53,2,2010-09-27 15:00:00,73,2,NURTURE,8.3753
2801,16265.0,1338.17,3,2010-11-18 10:06:00,21,0,RETAIN,13.3817
2802,16266.0,896.06,7,2010-10-12 17:20:00,58,0,RETAIN,8.9606
2803,16267.0,186.66,1,2010-04-27 14:10:00,226,1,RE-ENGAGE,1.8666
2804,16269.0,717.57,1,2010-09-28 11:50:00,72,2,NURTURE,7.175700000000001
2805,16271.0,2018.78,4,2010-08-26 09:35:00,105,0,RETAIN,20.1878
2806,16273.0,336.03999999999996,2,2010-03-01 13:24:00,283,1,RE-ENGAGE,3.3604
2807,16274.0,337.75,1,2010-12-01 15:35:00,8,2,NURTURE,3.3775
2808,16275.0,1591.24,2,2010-08-22 11:28:00,109,0,RETAIN,15.9124
2809,16276.0,1818.79,2,2010-08-17 13:40:00,114,0,RETAIN,18.1879
2810,16277.0,188.69,1,2009-12-06 11:27:00,368,1,RE-ENGAGE,1.8869
2811,16278.0,551.46,2,2010-08-16 13:38:00,115,2,NURTURE,5.514600000000001
